Epoch,total_loss,adversarial_loss,mae_loss,ce_loss,generator_loss,discriminator_loss
1,9.129993035665253,2.1385552932882246,0.6128166365958846,4.2400658145889905,4.889927213759068,0.4539243913520023
2,10.146712080596963,2.4253045136056595,0.7984304582828756,4.4976726108804685,5.649039461484651,0.3517536774010914
3,10.036104091293062,2.352548018135988,0.8692246850036904,4.461783407289354,5.574320695284382,0.3312986651649865
4,10.135189885678498,2.406834980296662,0.8303514176317494,4.491168527651931,5.644021358331451,0.3484005268729861
5,10.128817552190913,2.3352939225828555,0.9820371060572621,4.476192596928238,5.652624943067351,0.327561720481614
6,10.016106703092374,2.327636018128651,0.9224137768263707,4.438420931091699,5.577685797610856,0.32685351691892384
7,9.906306541179452,2.319180750785886,0.9170605228532611,4.350884536952924,5.5554220078851255,0.3262046144898895
8,9.881891522566072,2.371741129995307,0.8183496382535266,4.320059650389434,5.561831882237779,0.3373792604412264
9,9.711922633373524,2.342641526780775,0.7887610607135022,4.237878530226705,5.47404408851243,0.32835028269101896
10,9.781773323293232,2.319098304757072,0.8835856076853964,4.259991124767781,5.521782198220568,0.3259588813842715
11,9.655026606586583,2.309642832754823,0.8833586599515832,4.152382313442962,5.502644308997542,0.32657846396841356
12,9.346613635187564,2.25128801929219,0.6708172540301862,4.173220369212158,5.173393281524444,0.3784641211904833
13,9.906350485809014,2.3272334634495513,0.9555886302457746,4.29629490930406,5.610055549675241,0.3266382834033283
14,9.806549286903323,2.316273736222016,0.9811326481039871,4.192869166583966,5.613680107209384,0.32569214937936924
15,9.671787065618178,2.3088491432502143,0.9138897802976086,4.140199022219919,5.531588039129896,0.32625492469733935
16,9.495778286243644,2.3130484176108905,0.8820840042570363,3.9875974804544083,5.50818081706991,0.3253697800971663
17,9.355133182252459,2.309275635368074,0.8581332848657428,3.878448632367127,5.476684553239047,0.3259082509733527
18,9.203324059391266,2.3088115194569463,0.8617953876857563,3.723905664270796,5.479418405181612,0.32543013307749463
19,8.87233632482836,2.227759773173677,0.7025539434093344,3.7142628638640693,5.1580734687388095,0.35209113214631826
20,9.685402271387828,2.310963142577492,0.9045210133885484,4.158954965793873,5.526447286538761,0.34889242152118927
21,9.478997846393634,2.314817518834263,0.9963029462205785,3.8530598796542037,5.625937969788261,0.32592033249947727
22,9.227876136370023,2.312538375330093,0.9601775567092554,3.642621830601217,5.585254294793014,0.3254561336601482
23,9.157651347577419,2.3120184866973505,0.9350773170780953,3.5985370901844385,5.559114274466434,0.325973529416277
24,9.177268553877731,2.3134074918449383,0.9703350465773316,3.5801185427419364,5.597150011135794,0.32556698069243173
25,8.98242699215784,2.305425275850784,0.9605481116210713,3.411028353759395,5.571398646020524,0.32591894101303864
26,9.418286022322867,2.351402187515098,0.8353609177462585,3.8801207548517094,5.538165282105546,0.3433437947269596
27,9.173767776440476,2.309940946528979,0.8981142565417473,3.655771649707004,5.517996130696953,0.3256386289053866
28,9.022908646127451,2.3099525584589187,0.9062309907677838,3.4967725386704935,5.526136089773739,0.3256564008457886
29,8.988117233871499,2.308748809577864,0.9414052135499237,3.4292144211356903,5.558902809991861,0.3252982705297982
30,8.98151275873794,2.306966012701049,0.9926311256330641,3.3749496046539464,5.606563143717969,0.3258669812356115
31,8.906731036008166,2.3090218293392444,0.99652568443352,3.2921616918290666,5.614569344483983,0.3256047423690786
32,8.731126010875263,2.3083184741037277,0.9274040640467573,3.18708503703632,5.5440409921319285,0.32558032809316045
33,8.539990200715906,2.308240764281329,0.8127682676248233,3.1107404457638634,5.429249772025496,0.32594172858521153
34,8.310848984267096,2.3058313783782216,0.7019605787513811,2.997225673607243,5.313623319196579,0.326045952794497
35,8.17301233894075,2.310283338932125,0.6172664651023153,2.935179211904326,5.237833132829203,0.32567474413710784
36,8.052791885097923,2.305639516362144,0.5842678774043423,2.8572449909756554,5.195546897780865,0.32621194159283357
37,7.963497083815162,2.307874578649126,0.5732935256207995,2.7744544073748774,5.1890426785744665,0.3256797088534021
38,7.829942599586818,2.3039706759440626,0.5566062415042496,2.66539499887725,5.164547586684947,0.3255706863177707
39,7.7411953219977185,2.30350108768629,0.5586456363768224,2.575547520309458,5.165647804279766,0.32592899171287754
40,7.659807175321652,2.3078234924379823,0.5592596939457651,2.484900501835377,5.174906675772899,0.32555477789905674
41,7.553975847371094,2.3087350840458782,0.5582973281745716,2.3782083465315194,5.175767493065056,0.32519622021319006
42,7.457191033741397,2.3067587915893712,0.5484754499190908,2.2951979993859215,5.161993033440827,0.3253702076194841
43,7.355593461209856,2.3057246360632466,0.5481218611035505,2.1960223176900078,5.159571131781849,0.32569460399315486
44,7.26789013869927,2.3068973993706274,0.5398246711477295,2.1142706799385187,5.153619461352258,0.32581920026208433
45,7.191865539001991,2.167494422534619,0.5475192246839519,2.309357478185688,4.88250806638042,0.38065122666261386
46,8.474211553173602,2.316005525381669,0.8379126313092459,3.0042878935099258,5.469923665151572,0.3268735222804272
47,8.292641099456631,2.307816531956958,0.966714455800898,2.710293588126102,5.5823475027938025,0.32570581012369726
48,8.067212708465888,2.3115799327945465,0.8997073113308538,2.5443455267440327,5.522867158245857,0.3255285363825386
49,7.77919714652059,2.305905339358103,0.8576982452741364,2.309688230152325,5.469508910727928,0.325823890050049
50,7.627563600954802,2.307221539947383,0.8044062335320445,2.208714302238601,5.418849293228305,0.32554940037105395
51,7.4173112281448095,2.3051557964681053,0.7276227115975011,2.079376936416187,5.337934284258987,0.32581045286124927
52,7.241688517963185,2.307945789278621,0.6912090478040983,1.9345879033398445,5.307100607611029,0.3250744589759261
53,7.105808878188853,2.3078052771975623,0.6724608902583646,1.8177374432154019,5.288071434211243,0.3252813556157719
54,6.983599628633855,2.30637318459923,0.6548890314443642,1.7159642471986658,5.2676353863133185,0.32549596152951954
55,6.902986635637405,2.304365781871864,0.6448601423322088,1.6493949393177276,5.253591695405029,0.32578457613735246
56,6.8717023637288674,2.305161499306369,0.6453204085607358,1.6160589682171718,5.255643396426345,0.3255496669913192
57,6.801849601823656,2.3008523725563914,0.6481053826144284,1.5520394901790278,5.249810122239316,0.32566408984496464
58,7.35175011743365,2.3090938247759323,0.7926834998533244,1.9408789838061613,5.410871132331736,0.33198671656496387
59,6.999759069793974,2.3061907846299583,0.6994072912294237,1.6879702122010234,5.3117888534770294,0.3260217514794196
60,6.787671136124359,2.309410825714736,0.6340722853265455,1.5347772065330954,5.252893923493603,0.32473250994901826
61,6.628739566754197,2.3029854642155834,0.6250334985725715,1.3977351457718998,5.231004420448752,0.32587450712233246
62,6.525900278554853,2.304599041829024,0.617733080216381,1.2989691078205547,5.226931166465935,0.32537470388290524
63,6.6240860696338935,2.310133905057102,0.6501353145255457,1.3536829626011422,5.27040310588944,0.32536806383401234
64,6.541655173387064,2.3048364795992136,0.6713029472419368,1.2606792789895822,5.280975893025508,0.32589496782673594
65,6.404318616213396,2.30298447730901,0.6282794303296472,1.1700702372109493,5.234248379002446,0.3258926662642633
66,6.3130416114007115,2.302664048226593,0.6112554718161483,1.0964580477046235,5.216583558665517,0.3259451570718185
67,6.244407598929637,2.3063566154226316,0.5978801761899153,1.033814192275562,5.2105934052821015,0.3249203803594155
68,6.175530470850522,2.304419632458016,0.5891292824617127,0.9775619352869975,5.197968539679446,0.32524237783668597
69,6.117881561484178,2.3027681368391226,0.5867600534730555,0.9255852538453954,5.192296324483574,0.32548891042199585
70,6.07871246276914,2.30786878983383,0.5812089769431698,0.881765913780388,5.196946542281324,0.3252852145973069
71,6.017674746110921,2.304780684468691,0.5751970503336329,0.8329163266112433,5.184758417441717,0.32539970902225857
72,5.977746543372073,2.3067762290730194,0.5708275484611921,0.7933665404996604,5.184380005082816,0.3251900871086608
73,5.938272337779365,2.3047874519587173,0.5612222167384594,0.7674752220778209,5.170797113262479,0.32552855162669325
74,5.892417794298333,2.304136406125315,0.5556541556668708,0.7284908181870989,5.163926972147753,0.3251334174972056
75,5.860413637917365,2.3044507848027416,0.5555886571364634,0.6959234278296571,5.164490209516052,0.3255379402728947
76,6.416081406576249,2.2837647180575544,0.6422040461350584,1.2063479370930617,5.209733471083824,0.3434405595140384
77,6.8843358508156385,2.319945940276241,0.8745286229168973,1.3699153787492182,5.514420477630537,0.32645110515377407
78,6.598210385388426,2.3047751898655804,0.9264979028640805,1.0621621335101554,5.536048257442387,0.32569798941502487
79,6.480926695382199,2.3060235824731303,0.9021988160469953,0.9666807355783175,5.514245962547829,0.32528362165936425
80,6.376770848203498,2.3035315945935064,0.8824223469742729,0.8872853293443275,5.489485527243455,0.3256138829166627
81,6.290236765771266,2.3062952247726947,0.8739403810952325,0.8037059601691677,5.486530812500078,0.32537864160049906
82,6.238798975639636,2.3030053822280805,0.8673224181622801,0.7654658134483621,5.4733331666883,0.32557393850572885
83,6.15769531476833,2.3039362412279525,0.84920846028706,0.7006143931004093,5.457080920943824,0.325540303497973
84,6.095232973318271,2.3045714837510873,0.8267590238157746,0.6593309968633725,5.435901974168275,0.32555477424045964
85,6.020326940604793,2.30363617833618,0.7965804103695219,0.6164741907506952,5.403852746309831,0.32525717007839466
86,5.968006365134588,2.303046390223686,0.7695359906272206,0.5923776162402404,5.3756287488181265,0.32565819660720924
87,5.934511088959091,2.3062948689741245,0.750561477125758,0.5713599020105493,5.363151194799282,0.3248480995140417
88,5.9424074574199786,2.3036063500987294,0.7525838305578207,0.5826109453006778,5.359796513681826,0.3256679562199146
89,5.943676354635097,2.3031609497411782,0.7719261009065087,0.5654283767694708,5.378247984230061,0.32610330374344537
90,5.918715725164584,2.303348545833012,0.771227403674894,0.5407912501365023,5.3779244703405045,0.3254635742558238
91,5.886669038811608,2.303125887575662,0.7545405407543377,0.5258767371592314,5.360792297841338,0.32560956600072133
92,5.839688884022901,2.305952774289319,0.7233098050212616,0.5044735373590913,5.335215331343433,0.3258757075232923
93,5.801105619391517,2.306298314457964,0.6984562985122661,0.4900526994329584,5.311052912641364,0.32537977858577544
94,5.751661711031823,2.303479590379369,0.6752677827387514,0.4694347679615021,5.282226943603867,0.3255488258188643
95,5.71480634084443,2.3036562768394684,0.6547318437825078,0.4527619669733145,5.262044382827057,0.3257759268326528
96,5.676184572527171,2.305569019159088,0.6316494027062145,0.4333971379815465,5.242787431268131,0.32492261560981534
97,5.662040339711377,2.30476699186408,0.6169333660694034,0.43557299772644287,5.22646734354746,0.32513518330386226
98,5.6347986144178055,2.302234477189648,0.6079523959733031,0.4223772628456735,5.212421350924255,0.32538059148032344
99,6.538944761923817,2.3092518481032926,0.8262329923222437,1.0942080970234274,5.444736668520876,0.33711718994638196
100,6.080349838032442,2.3052068387760833,0.7965921414325304,0.6733440182855367,5.407005807018036,0.3251353794961329
